82, 5575, 643, 1434, 192, 30, 153, 597, 434, 72, 747, 28, 91, 44, 0, 80, 120, 57, 46, 1529, 6311, 152, 699, 614, 485, 65, 823, 92, 32, 56, 28, 7, 217, 42, 148, 94, 618, 56, 123, 24, 0, 16, 64, 57, 9, 115, 5, 7, 2, 0, 6, 25, 2, 1, 138, 548, 16, 72, 64, 68, 6, 59, 11, 3, 14, 5, 0, 20, 1, 13, 11, 383, 19, 70, 10, 2, 5, 33, 18, 1, 80, 1, 10, 2, 0, 5, 8, 0, 3, 325, 1353, 40, 153, 135, 102, 14, 174, 25, 16, 8, 5, 2, 55, 5, 28, 19, 5525, 1851, 169, 494, 0, 468.0, 268.0, 26.0, 52.0, 0.0, 449.0, 78.0, 9.0, 5.0, 0.0, 1
70, 5278, 628, 1363, 186, 17, 144, 593, 532, 44, 770, 35, 55, 38, 0, 80, 131, 47, 35, 1412, 5967, 155, 730, 654, 512, 55, 732, 74, 44, 69, 26, 8, 209, 39, 105, 79, 1743, 191, 446, 65, 8, 45, 199, 170, 14, 265, 11, 21, 9, 0, 21, 41, 7, 6, 534, 2151, 66, 292, 267, 213, 26, 227, 29, 21, 25, 9, 4, 85, 13, 41, 26, 1408, 128, 309, 58, 5, 25, 117, 150, 25, 293, 9, 32, 7, 0, 16, 33, 10, 10, 839, 3788, 71, 388, 342, 309, 41, 510, 42, 18, 29, 23, 2, 121, 20, 75, 46, 5232, 1667, 192, 349, 0, 1694.0, 596.0, 42.0, 131.0, 0.0, 1549.0, 550.0, 15.0, 143.0, 0.0, 1
76, 5631, 799, 1497, 219, 34, 206, 758, 608, 66, 870, 34, 65, 46, 0, 77, 112, 84, 40, 1467, 6302, 144, 774, 690, 575, 66, 803, 68, 60, 52, 28, 5, 222, 30, 120, 91, 434, 53, 110, 17, 1, 4, 39, 68, 4, 91, 0, 13, 3, 0, 3, 13, 0, 1, 480, 1857, 50, 266, 248, 178, 29, 225, 19, 24, 14, 6, 3, 79, 12, 41, 23, 366, 35, 81, 20, 1, 9, 28, 4, 0, 81, 0, 7, 0, 0, 9, 7, 3, 1, 114, 496, 12, 51, 47, 57, 15, 64, 14, 3, 3, 4, 0, 15, 1, 14, 7, 5488, 1838, 192, 394, 0, 503.0, 119.0, 16.0, 32.0, 0.0, 416.0, 144.0, 26.0, 28.0, 0.0, 1
88, 5533, 661, 1375, 202, 37, 120, 599, 571, 78, 772, 24, 109, 42, 0, 118, 124, 72, 44, 1343, 6131, 97, 563, 500, 488, 55, 772, 74, 39, 33, 26, 9, 220, 23, 132, 88, 762, 83, 181, 20, 1, 25, 101, 69, 10, 115, 0, 7, 7, 0, 16, 13, 2, 3, 155, 729, 15, 88, 79, 87, 16, 92, 18, 5, 6, 4, 0, 29, 1, 20, 12, 1497, 151, 359, 57, 1, 36, 177, 103, 15, 236, 14, 18, 8, 0, 25, 33, 5, 5, 421, 1995, 24, 213, 176, 214, 17, 242, 31, 19, 29, 11, 0, 63, 10, 49, 41, 5507, 1846, 153, 431, 0, 1813.0, 407.0, 31.0, 170.0, 0.0, 1626.0, 162.0, 24.0, 22.0, 0.0, 1
67, 5424, 583, 1323, 179, 28, 107, 541, 543, 58, 759, 18, 72, 35, 2, 93, 139, 55, 38, 1543, 6279, 101, 739, 622, 519, 50, 669, 107, 51, 55, 44, 17, 241, 34, 120, 116, 2188, 229, 540, 76, 18, 37, 196, 201, 32, 252, 6, 16, 13, 0, 37, 50, 32, 23, 466, 1803, 23, 242, 205, 160, 19, 204, 32, 19, 19, 6, 7, 78, 9, 34, 33, 2404, 304, 625, 104, 12, 48, 297, 297, 30, 359, 11, 20, 25, 0, 36, 75, 32, 21, 511, 2546, 40, 220, 199, 233, 12, 383, 45, 18, 17, 12, 0, 71, 10, 48, 31, 5371, 1905, 201, 399, 0, 2343.0, 592.0, 68.0, 135.0, 0.0, 3928.0, 563.0, 92.0, 187.0, 0.0, 1
70, 5345, 620, 1309, 170, 30, 82, 586, 589, 46, 811, 19, 107, 47, 0, 94, 131, 74, 61, 1435, 6232, 86, 700, 617, 564, 57, 818, 90, 50, 60, 40, 16, 214, 34, 120, 110, 1825, 227, 404, 54, 6, 47, 221, 281, 14, 329, 4, 21, 22, 0, 27, 48, 32, 16, 507, 2035, 27, 248, 208, 178, 30, 224, 32, 18, 21, 13, 4, 69, 10, 49, 42, 1196, 150, 309, 51, 6, 38, 174, 144, 7, 190, 3, 4, 10, 0, 20, 30, 12, 5, 172, 707, 10, 87, 70, 54, 4, 82, 9, 6, 9, 4, 2, 29, 4, 12, 20, 5308, 1851, 188, 413, 0, 1708.0, 345.0, 41.0, 86.0, 0.0, 1116.0, 69.0, 25.0, 8.0, 0.0, 1
61, 5534, 678, 1404, 218, 20, 139, 638, 537, 50, 876, 17, 83, 34, 1, 88, 135, 82, 53, 1581, 6535, 169, 895, 779, 701, 86, 915, 86, 45, 64, 42, 19, 264, 51, 102, 104, 1170, 134, 296, 50, 4, 33, 126, 97, 4, 158, 2, 19, 6, 0, 18, 35, 7, 9, 458, 1882, 70, 277, 256, 209, 30, 248, 24, 12, 23, 9, 7, 84, 21, 25, 34, 16, 7, 2, 0, 0, 0, 1, 1, 0, 6, 0, 0, 0, 0, 0, 0, 3, 1, 224, 980, 15, 91, 87, 66, 19, 160, 20, 7, 2, 7, 1, 29, 7, 15, 9, 5356, 1736, 199, 335, 0, 1503.0, 383.0, 40.0, 108.0, 0.0, 38.0, 46.0, 1.0, 4.0, 0.0, 1
69, 5381, 600, 1313, 191, 39, 123, 558, 550, 53, 874, 27, 61, 47, 0, 88, 140, 90, 65, 1404, 6261, 132, 750, 653, 624, 82, 848, 89, 37, 67, 42, 18, 244, 29, 89, 91, 700, 40, 149, 20, 3, 4, 47, 47, 7, 108, 0, 9, 4, 0, 10, 19, 8, 8, 279, 1199, 28, 147, 126, 138, 25, 127, 21, 9, 6, 10, 3, 43, 4, 22, 21, 192, 21, 50, 10, 2, 6, 30, 24, 5, 29, 2, 1, 2, 0, 2, 4, 0, 0, 30, 116, 2, 17, 13, 16, 2, 10, 1, 1, 3, 2, 1, 3, 3, 1, 2, 5368, 1774, 177, 326, 3, 379.0, 382.0, 33.0, 47.0, 0.0, 304.0, 34.0, 7.0, 11.0, 0.0, 1
66, 5422, 669, 1389, 220, 28, 126, 626, 490, 47, 818, 23, 62, 38, 1, 95, 112, 98, 50, 1496, 6149, 132, 763, 654, 494, 62, 779, 70, 44, 45, 45, 10, 240, 43, 119, 106, 1469, 150, 340, 66, 10, 15, 147, 105, 11, 222, 7, 25, 7, 0, 25, 34, 19, 14, 715, 2854, 58, 363, 320, 231, 30, 377, 37, 25, 18, 20, 2, 116, 24, 51, 53, 853, 94, 225, 42, 3, 25, 107, 63, 5, 85, 5, 4, 11, 0, 15, 15, 3, 3, 181, 802, 6, 96, 83, 110, 13, 89, 10, 8, 11, 2, 0, 34, 9, 21, 14, 5208, 1816, 208, 392, 0, 1110.0, 648.0, 70.0, 103.0, 0.0, 14.0, 27.0, 2.0, 1.0, 0.0, 1
81, 5402, 630, 1352, 226, 22, 144, 597, 434, 49, 899, 20, 69, 33, 3, 104, 124, 73, 52, 1397, 6028, 131, 660, 598, 454, 49, 696, 81, 44, 36, 26, 7, 232, 28, 133, 113, 1239, 158, 316, 44, 4, 34, 147, 104, 11, 231, 3, 9, 9, 0, 27, 28, 15, 8, 227, 981, 20, 120, 108, 74, 5, 114, 12, 4, 3, 4, 0, 44, 6, 19, 16, 364, 44, 86, 17, 4, 10, 44, 25, 5, 95, 3, 10, 1, 0, 3, 7, 17, 5, 442, 1826, 35, 217, 191, 156, 11, 286, 13, 11, 12, 11, 4, 57, 12, 33, 25, 5281, 1974, 191, 432, 0, 903.0, 275.0, 52.0, 37.0, 0.0, 280.0, 73.0, 8.0, 7.0, 0.0, 1
50, 3642, 395, 886, 148, 22, 64, 366, 321, 38, 540, 18, 56, 18, 1, 68, 83, 98, 39, 936, 4078, 62, 416, 371, 330, 31, 471, 64, 34, 25, 11, 6, 139, 21, 77, 71, 354, 49, 80, 12, 1, 3, 28, 21, 3, 67, 4, 7, 0, 0, 9, 9, 24, 6, 294, 1118, 20, 123, 115, 67, 3, 108, 19, 11, 5, 4, 2, 38, 3, 21, 21, 180, 18, 36, 3, 4, 6, 12, 25, 2, 28, 0, 2, 0, 0, 1, 10, 0, 0, 124, 529, 7, 61, 49, 45, 10, 61, 8, 3, 8, 3, 2, 19, 4, 11, 11, 3628, 1312, 116, 252, 0, 245.0, 100.0, 16.0, 11.0, 0.0, 10.0, 20.0, 1.0, 0.0, 0.0, 1
89, 5507, 739, 1411, 215, 22, 146, 687, 554, 64, 869, 29, 96, 43, 4, 103, 102, 151, 77, 1484, 6206, 126, 702, 621, 502, 62, 813, 86, 45, 37, 24, 7, 192, 30, 153, 90, 393, 51, 101, 15, 3, 6, 35, 32, 3, 82, 1, 3, 3, 0, 7, 13, 7, 4, 227, 891, 21, 118, 109, 96, 16, 112, 13, 7, 4, 3, 1, 47, 5, 22, 11, 169, 16, 35, 7, 0, 2, 17, 21, 3, 48, 0, 3, 0, 0, 3, 3, 2, 0, 436, 2088, 44, 237, 207, 190, 15, 340, 30, 19, 22, 8, 0, 67, 17, 23, 31, 5410, 1948, 164, 501, 0, 263.0, 40.0, 2.0, 4.0, 0.0, 104.0, 61.0, 6.0, 2.0, 0.0, 1
88, 5472, 746, 1489, 218, 45, 130, 691, 582, 72, 847, 17, 78, 46, 3, 95, 129, 146, 88, 1412, 6113, 132, 640, 588, 540, 47, 895, 75, 43, 34, 23, 10, 201, 20, 146, 95, 664, 90, 174, 23, 13, 7, 48, 57, 3, 81, 2, 10, 6, 0, 10, 12, 40, 24, 264, 1095, 26, 121, 115, 120, 5, 154, 10, 6, 7, 3, 6, 39, 3, 23, 13, 655, 76, 179, 34, 6, 4, 51, 78, 11, 47, 1, 5, 5, 0, 7, 15, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5345, 1887, 161, 479, 0, 812.0, 81.0, 14.0, 19.0, 0.0, 4.0, 9.0, 0.0, 2.0, 0.0, 1
80, 5422, 632, 1338, 234, 27, 111, 578, 555, 70, 896, 20, 64, 45, 1, 95, 113, 140, 85, 1401, 6127, 122, 655, 574, 525, 60, 859, 81, 46, 37, 18, 14, 206, 34, 130, 91, 1010, 102, 240, 52, 2, 12, 108, 72, 11, 139, 3, 18, 6, 0, 23, 17, 15, 14, 246, 1043, 27, 132, 108, 97, 11, 132, 18, 7, 9, 2, 1, 37, 5, 16, 20, 212, 18, 41, 4, 0, 5, 22, 19, 0, 51, 1, 2, 0, 0, 3, 5, 2, 1, 109, 477, 9, 26, 21, 23, 4, 77, 4, 4, 2, 1, 0, 15, 1, 18, 3, 5282, 1996, 165, 418, 0, 804.0, 444.0, 35.0, 61.0, 0.0, 268.0, 28.0, 1.0, 3.0, 0.0, 1
66, 5526, 632, 1359, 213, 28, 126, 598, 553, 56, 849, 22, 65, 41, 1, 104, 154, 72, 52, 1512, 6374, 134, 781, 679, 642, 83, 776, 88, 35, 35, 28, 4, 262, 35, 168, 100, 850, 59, 192, 27, 3, 6, 51, 65, 5, 140, 4, 19, 5, 1, 15, 21, 11, 8, 595, 2567, 56, 330, 284, 297, 32, 334, 21, 17, 16, 12, 2, 110, 7, 60, 43, 2016, 251, 511, 102, 11, 60, 268, 175, 21, 261, 10, 10, 22, 0, 34, 55, 17, 14, 128, 588, 5, 60, 56, 67, 5, 106, 5, 2, 9, 3, 0, 11, 4, 12, 4, 5290, 2055, 187, 543, 0, 814.0, 297.0, 36.0, 50.0, 0.0, 2326.0, 117.0, 44.0, 25.0, 0.0, 1
72, 5384, 615, 1348, 241, 24, 138, 575, 538, 62, 904, 24, 79, 42, 2, 95, 124, 93, 76, 1443, 6125, 117, 719, 629, 576, 63, 932, 70, 34, 44, 26, 11, 244, 31, 156, 88, 1653, 201, 432, 82, 6, 52, 188, 148, 17, 291, 6, 14, 17, 0, 27, 37, 30, 38, 260, 1077, 26, 149, 135, 117, 11, 150, 7, 4, 5, 5, 3, 59, 4, 25, 14, 649, 60, 142, 17, 0, 19, 77, 80, 8, 137, 3, 8, 6, 0, 7, 11, 1, 3, 543, 2251, 58, 293, 246, 214, 19, 258, 20, 10, 24, 16, 3, 107, 9, 48, 39, 5115, 2048, 165, 495, 4, 2201.0, 185.0, 31.0, 163.0, 1.0, 319.0, 428.0, 38.0, 32.0, 0.0, 1
69, 5428, 747, 1401, 284, 24, 152, 696, 641, 82, 834, 38, 86, 34, 0, 103, 133, 135, 68, 1529, 6270, 163, 829, 734, 587, 55, 837, 63, 49, 42, 39, 9, 253, 30, 146, 82, 940, 118, 215, 55, 3, 12, 100, 111, 21, 140, 9, 26, 6, 0, 25, 21, 8, 4, 587, 2346, 69, 313, 278, 203, 24, 316, 24, 20, 23, 16, 2, 92, 12, 47, 35, 993, 128, 257, 44, 4, 31, 109, 107, 5, 185, 7, 3, 9, 0, 8, 29, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5274, 1950, 131, 483, 0, 449.0, 735.0, 26.0, 168.0, 0.0, 832.0, 161.0, 22.0, 31.0, 0.0, 1
54, 5440, 555, 1319, 228, 28, 96, 527, 432, 59, 848, 21, 74, 46, 0, 71, 136, 95, 69, 1481, 6246, 108, 741, 657, 524, 65, 810, 106, 45, 45, 43, 28, 243, 32, 112, 92, 1835, 163, 421, 68, 5, 21, 158, 149, 14, 264, 12, 25, 17, 0, 24, 46, 23, 19, 539, 2154, 36, 286, 240, 146, 14, 252, 32, 17, 21, 17, 12, 82, 17, 40, 43, 1299, 141, 305, 51, 9, 32, 133, 158, 13, 231, 8, 8, 13, 0, 15, 27, 36, 14, 15, 59, 1, 10, 10, 9, 1, 10, 0, 1, 3, 3, 1, 2, 0, 0, 1, 5451, 1823, 166, 386, 0, 1458.0, 477.0, 50.0, 57.0, 0.0, 1076.0, 69.0, 43.0, 25.0, 0.0, 1
63, 5463, 584, 1281, 201, 22, 128, 544, 485, 51, 996, 24, 65, 42, 0, 82, 94, 83, 54, 1370, 6088, 114, 680, 595, 468, 57, 966, 89, 44, 48, 16, 17, 242, 24, 106, 111, 1316, 113, 283, 37, 2, 22, 106, 143, 20, 218, 6, 17, 12, 0, 19, 22, 15, 10, 403, 1836, 24, 197, 171, 148, 30, 317, 37, 20, 15, 7, 4, 78, 8, 32, 41, 985, 126, 251, 46, 6, 42, 149, 91, 11, 237, 4, 4, 2, 0, 19, 23, 1, 2, 470, 1961, 38, 231, 212, 174, 33, 300, 28, 13, 19, 5, 10, 94, 12, 42, 24, 5449, 1735, 169, 342, 0, 1976.0, 367.0, 36.0, 105.0, 0.0, 32.0, 60.0, 4.0, 4.0, 0.0, 1
65, 5504, 682, 1376, 263, 26, 162, 636, 473, 36, 1010, 27, 49, 31, 0, 91, 101, 92, 55, 1527, 6303, 128, 821, 727, 579, 64, 938, 94, 54, 61, 26, 15, 266, 30, 110, 92, 1956, 209, 418, 83, 3, 54, 204, 144, 16, 427, 8, 7, 10, 0, 28, 49, 25, 8, 540, 2148, 50, 311, 287, 233, 34, 292, 28, 19, 20, 11, 4, 94, 13, 40, 36, 1847, 227, 435, 78, 11, 33, 221, 159, 14, 328, 10, 28, 19, 0, 24, 43, 81, 32, 726, 3074, 60, 378, 350, 299, 40, 441, 35, 26, 32, 15, 2, 127, 25, 50, 29, 5385, 1757, 191, 364, 0, 1623.0, 599.0, 70.0, 93.0, 0.0, 2147.0, 498.0, 47.0, 114.0, 0.0, 1
94, 5456, 749, 1407, 255, 30, 141, 704, 563, 55, 906, 32, 86, 45, 0, 103, 104, 165, 76, 1304, 6051, 118, 644, 563, 481, 39, 969, 74, 39, 66, 28, 13, 235, 41, 101, 95, 261, 24, 61, 5, 1, 4, 21, 19, 5, 53, 1, 3, 1, 0, 8, 7, 4, 2, 163, 628, 13, 101, 85, 66, 7, 63, 9, 3, 12, 4, 0, 31, 7, 8, 17, 212, 15, 51, 10, 1, 4, 17, 11, 2, 35, 0, 3, 1, 0, 1, 1, 10, 3, 109, 524, 15, 57, 51, 55, 3, 91, 2, 7, 1, 2, 0, 22, 3, 8, 5, 5358, 1865, 163, 334, 0, 345.0, 60.0, 8.0, 10.0, 0.0, 363.0, 8.0, 0.0, 1.0, 0.0, 1
98, 5480, 682, 1391, 223, 48, 138, 641, 493, 58, 924, 26, 93, 50, 1, 94, 82, 126, 60, 1321, 6072, 89, 569, 510, 489, 55, 948, 53, 37, 58, 26, 10, 236, 30, 95, 67, 472, 35, 101, 18, 4, 9, 53, 32, 7, 111, 4, 14, 5, 0, 7, 11, 6, 2, 438, 1864, 32, 187, 173, 141, 23, 280, 16, 9, 13, 12, 5, 84, 12, 30, 14, 888, 113, 228, 46, 4, 38, 138, 122, 26, 170, 2, 18, 6, 0, 15, 22, 17, 9, 242, 1264, 9, 77, 73, 88, 12, 235, 20, 4, 8, 15, 1, 39, 5, 20, 18, 5578, 1729, 135, 330, 0, 202.0, 175.0, 15.0, 28.0, 0.0, 1387.0, 467.0, 27.0, 140.0, 0.0, 1
104, 5515, 767, 1444, 239, 29, 169, 712, 560, 46, 946, 36, 73, 50, 0, 117, 127, 125, 48, 1297, 6015, 101, 559, 507, 480, 59, 1036, 77, 39, 46, 22, 9, 240, 21, 127, 66, 2134, 286, 542, 89, 11, 62, 267, 221, 10, 362, 5, 15, 22, 0, 53, 51, 78, 24, 167, 737, 19, 81, 79, 65, 9, 117, 10, 9, 4, 3, 3, 29, 4, 9, 6, 845, 114, 236, 49, 7, 19, 94, 66, 2, 104, 10, 12, 6, 1, 11, 25, 26, 10, 161, 630, 14, 74, 71, 50, 7, 105, 2, 7, 7, 2, 0, 34, 1, 8, 6, 5420, 1788, 129, 408, 0, 3050.0, 215.0, 44.0, 97.0, 0.0, 1753.0, 101.0, 16.0, 13.0, 0.0, 1
68, 3861, 542, 1031, 198, 18, 137, 510, 377, 39, 668, 22, 60, 29, 0, 49, 104, 48, 31, 929, 4322, 76, 448, 407, 378, 52, 865, 48, 37, 35, 22, 10, 175, 17, 72, 50, 1170, 158, 302, 60, 6, 27, 125, 99, 8, 177, 2, 9, 8, 0, 15, 31, 37, 12, 65, 248, 6, 37, 37, 31, 5, 38, 4, 1, 1, 2, 4, 14, 2, 3, 0, 1249, 212, 339, 59, 13, 26, 132, 107, 5, 195, 6, 4, 10, 0, 28, 24, 59, 23, 22, 118, 4, 16, 16, 10, 2, 27, 0, 0, 2, 1, 0, 7, 0, 0, 0, 3730, 1246, 104, 233, 0, 776.0, 227.0, 23.0, 19.0, 0.0, 2175.0, 67.0, 41.0, 14.0, 0.0, 1
90, 4814, 645, 1202, 210, 27, 168, 618, 520, 37, 933, 40, 56, 34, 0, 63, 106, 73, 43, 1184, 5410, 107, 540, 494, 436, 46, 1087, 63, 34, 38, 32, 4, 224, 17, 100, 62, 580, 63, 113, 25, 1, 18, 70, 51, 2, 147, 9, 9, 1, 0, 10, 13, 9, 5, 259, 1021, 32, 140, 122, 98, 7, 164, 12, 11, 8, 6, 3, 54, 5, 21, 11, 1234, 173, 317, 66, 3, 41, 172, 102, 8, 267, 7, 16, 6, 1, 10, 17, 22, 10, 353, 1437, 37, 170, 151, 101, 7, 228, 16, 12, 10, 6, 0, 55, 9, 27, 18, 4693, 1589, 119, 314, 0, 687.0, 106.0, 23.0, 10.0, 0.0, 1317.0, 322.0, 42.0, 28.0, 0.0, 1
